listing_id,source_payload_sha256,action,expected_status,new_status,also_hold_price,expected_price_status,new_price_status,price_hold_origin,conflict_reason,canary_category,canary_priority
admission_1f90b15725fd26b0db758349873847f515c4f65ed68a547b31c841ce87659c7e,443fb411146ca35b7cff631069d16e15598069264c72b0b0aa662c545bc1f484,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_2864e960d85d08d36479e958e96c2da2f5df4d917ee31167ecc39142adaf69e3,c6b9c4b4075ac908d41594ba1dd86c7465edea5a36054aea5893d86f9c42376c,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_2d02d6a7a06e5d9cf928829c2257d026d332b6f67105c6038def4a19430cbeb6,a89b83874fa7721f5f4b805d96a2398499d8e82eda32c3c9f26734961ca296f4,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_312cef462b29dbbee2052df284973ace63bd6dc9447be1ebf24c9aac20a52352,031fb20115ebb8ff8f6534c4eb8fb49567e0faa850665a1a7a122962d2563584,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_3177bac36ef0d8d280d57ce98469272fc279212b8e514afff07a393a21b3ea5d,37f24f76a6235f6b57c029d4681334b4f3ce4899b8f31eaaaecc9bd1e44d5574,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_325c3b550177f8f171044d0148205f4e8f58120eeaa276a7c7715526d6fa7167,db582f4d058cbf8477c1b3aed22d6b982ff411b8d83de4eb8f5df325c6ef58e4,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_32b2426578c33a448d09b3294a43aba0aadfe0f6e57a40a71030a91f7e4b6230,eb53806434ab15aa10996a5e39d367e1f566356ac044eb127772172ee84b2c39,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_39ae4f4ffb94a7370179c9f6174066628bcb56fb104c36b9393c287754bd5899,86a8194d97331fce53c62b24d7842aadd66df0f2cb65bd7b8c12ad8c661caa15,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_3c5f681a761b20ea8eeadf1cadf689941a12f92ba1e0c8a52b2d8fc1e134d841,e9d2fcd50fe9644c65324982b613949b76afa73d86a0220b0d8ef2dc2e5a9c30,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_3e3e0468a83f9c8e93b123e480ac46f7b74dd9313b99b3fda899721e3bcae9e9,ad434e599d089c52c1aa475a99aa8015c96cb52d86d38b850f6c603b7f3bea4b,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_3fde98799ddd7933cd8c3b89f8376ef26592b58d18cb5a24184e5a63c1a6f219,680c73fa06026ebe699b9cced35ecb1e38d270ad9c73123db90af8b55ed215c9,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_41100bef0c16b35d4e742b17e3e034ea4adf6028272e45ff45862671bdd52cb3,f95641de18787f2ba5efc1a9a38c67a8da918927705699df2c57325523de6091,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_BREGUET_PATEK_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_433de0aa47be60c684a029248eb380872c74ab2ac23ac7f8c4533ac00cf11861,5bf6d250ca260326acdfc3084b026b41dea52876ccc91f9369703405692a2ecf,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_448ffff39f3154d17e76e9914d8911798fb97a2172574308a7c730ce894f32e5,36194f8998d8eaca30eae34f46a4a3358e2d23f894d94a001974425224acef2f,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_4a3bda2888c6c2baae694c5aa09615f25e20a2dcb401248699aad9d8f6077634,4eb3960b01eb33242d7163849cf93cb79304afc73c55701cf5faac2368c00f3f,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_BREGUET_PATEK_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_4e0784af09b6ea812d83f7467b04ed1214c8ac8ddee12f8d519ee1a5f047cfe1,99c432c57ee2c07b53b700bb5cfd0808a2c14b8da0aa55367dd3923e496fdc07,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_56debc0ac6aecdc785dcfb344624f1911c152f28a505f1dd0a35a7110113821e,383093ab115a24feb417e4061e3a5e786e909448fc85f3209670c9f9763826df,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_56f47928b5abc668f5a79f112da1a43b20827ddafea29f5f5f7039cf006470dc,4707fd2b707b86ae52161cef902d31f0240f87578674987bafe43c6ffd3f3266,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_5ca8e1d1c3c303227bbf393bbcf9ff435372f667af223d1dad56894de5f3b19d,a95ca7c9a76aaff17d0b9f1bcb01f2b62686a12410342329064ccfd0b030f14f,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_BREGUET_PATEK_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_5f8d027c51556cbaa38c491f5af270ab37e8957ef408bb150b8ca4ac679c05ba,047d9cac4962ab23419d85b143a03595ec81868b9f341ab8930ff6ee80a37301,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_5fb6cccfba452fa9b6e9763eeb8305df8f597c7da2faaeef7bf48165247c2aa0,2467f0db6f8fec2d3084a7c2ce7e54cd79d505b86560eb1e5eda700ca1150afc,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_61f06d7a232f56c4d1a502f21b3892bf9bb8ccf1629622074e0636561b36f02a,1a20e18dd1ff90e13a5a0a0f3b5304f99d151eb78438eafba988bc6f10c34381,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_65415cd76c5ffbe6022e222cb915b16e725698444216917b669f619fa92aea30,802471534d17ed6d229ada9a1508c2d30c7bef1d1466703a693a47770d8641ce,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_6a78284dcfd6a8b265547810e3a6c1426c463ac989908cf2e8229338346c855a,73743d14e5cc68c8452b002c512ac138360d4828004389ef4e2511f577943396,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_7269593e1eaf10f0db3f095b686233ed6414cbdf87d8e8dd8025e04bd5c24731,c0c69b5e9a59191a313d108a1ba95d60e5637f1ef4506489e4b1a4135efced48,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_7d5905221305ffed2fa587a84751f2a0cae5f51a0e62748414c4d28c70f3333e,7640b0f97c9e77cb658070b8346a2c9cf5ddc3c6066defe5ae58bc6897e7e9df,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_7d6603d426f6b2c0a868533ae7384bccbe49743aa0e5c098f75ec99af3aa6f74,f0a5b2de1af3acca7cd7d6713d5bfa5db0ac6a29167d045eb562762b3baff0dd,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_7eb3c643abe39e6caa401ee4a4fdadb848064bd5d17301353557f662e6386a45,fe5a73e55b8d7782a374630c1e2ce7edc57ea7a59e2d0dc387d86b2fcbcc4a95,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_838caf2cc2587190ede47f3f04740dc17c1f4797a99d14692cbb05df264bc4c5,2304db49d0181ce80f40fa8d68cc582776d1346c3f9aeef5ed6f21d4fa056937,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_869ac5ff8185a5d32bd960bb599a0d903612dccb304d6af6776f1ab7cd52b61f,aa143e1831f26092eb8f0953c17d16f65c55c6de0b25523d250ec2e7b6ba0b07,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_8aa7622d0349b46c201768c21609d3c1a50e9409a6603bf37fa72b93f34cb719,141b1579e836fb9d1e3776342b9aebc804131b73cf452e011213705662cdd451,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_8c2eb617903b094d73eba6b39cc6dcd99b6dfa7d739c63cb804b30779d604d7d,af0bab634fbb7b39ea3db9de6002c1d3ec8da56eb08d70b5f2c550be86636582,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_8e2d29e227c3ec5e9de37309311873e40d13e598ef8ec17f76f18f8fb8251b9a,13945f85761ba18e865319400b7c6d3cef2b61eb73bc0c9318380affb99ee165,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_8e4ac3dcd1045660ab04307ed3f8cc5dd43440be1ba029d41ec28081bc80cb61,4c5fb386e80ac90b1758dfacd311980680b3e70f4e15dbecf9e05f0e6aeb2dcb,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_92e794a651398671d13982428d80154a43d9a26f2aaa7b11cbd25a32e68a8f04,cab5e232c3d43252d05c2fb84e46ccffb555491856c78da6a8f5007bc781c97b,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_94c34b4170b117e1004a9d9ca21669d421fdf4fa2bed7c1ee9597de61d4d697a,68b7e1a70368513d7209ba8faab311dd16b80d382e15418d6341009580e6277c,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_953cdb5cba0bbf651569d90fdcaa432b199b56470947d26f017a3f68b974783a,50db311329c27103bb360931d886a3dda51ed870d589d5d94c1caace7293d60b,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_97dda8a372a4ede97ee5b728b52f097651f5b4525670b322b600fdf27a2076a3,49b53a79f617df5e2ad925d3ce51ec5244e46139aae94b5ad4635e8a1c5f7a9a,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_97fcd2e490f51692cfb75b91cf90dedebcafceef7b14a3b8b7d501816da703af,1758d1ce948ca36a4fbcf8f2992d85cd8172453c74f95ba36029353018f8bd25,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_9978caf2807fb71b7996eec0f131edccfde4e54477bb785168704d8213bf47e6,4c89ad05cd863163666ce1c5867e6becb9e899da11c6d3e32bdd99611dac07bf,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_BREGUET_JLC_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_99fe06f45c9d570c3ec76ab6086aa5d3e772be5b26d6c4af00b4d50eb3f8337d,0b7e6ae6efa269556d190189136f1982bb735f8fec140f826f3db0404a3d59df,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_9d572d6aa36dc8ec57aa59f1a62e37a9d1eba66bf0ae37132c43e503b42318b0,acfbe3c46aa1d7b14a828c9d8f854087eecd7f6f5ec86eadaf5fc4f9332bd29f,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_RAW_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_a0b4a17381063a25d09ed4d7a327fb16a10eaadb2e471fed3274e4a7c3305231,51c8e5064317510c7b96779c5c1ba42088b1c40f92272382e8fa9d04f827a398,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_a3ea102a09ab820872599967d396738a3389b9f11f1c528ec4e04448e3d6d2fd,6cc1d9a316434690074c625bacdf382a35845cff1adc254202941639bdc2a87d,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_ad00f647cab36c4ac4482c7fa824357db87317bc9532b7d00b2009f18c680851,e20e8dd489b0bd8ba1dfe68fe5179bb3b79f63009095e658c33cdfc6bb6add60,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
admission_aff40786aeb7169a2c2af03f1e504bab5053c99606ad2caeca0225741240b55b,416016fdf4c21f78fab4a5b9c4b6ec2974b495db808d564fe23d82bfe41013f8,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_b1c1c58361a00c2bc989ea1d620c4dc7f05d7f4f057951372e2c2d48b41d7852,f1b941f63dee87392555e052e82616fb811f3f33ca4ac94b153a87516fc7a66a,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,FALSE,,,,RESIDUAL_TAG_ROLEX_CATALOG_IDENTITY,RESIDUAL_IDENTITY_OTHER,1000
admission_b56ed5325dc7f170acffe16789cd53753cd1ac28b19c5ffb77b622a97b44d3e8,621f0a858318ddfb74c38137feb0ba4957f3e97116cef40ebbda5c272f822480,QUARANTINE_RESIDUAL_IDENTITY_CONFLICT,APPROVED_SINGLE_CANDIDATE,QUARANTINED_IDENTITY_CONFLICT,TRUE,SOURCE_EXPLICIT_USD_MATCH,PRICE_EVIDENCE_INCOMPLETE,PRIOR_CONTROL,RESIDUAL_TAG_RICHARD_MILLE_SHORTHAND,RESIDUAL_IDENTITY_OTHER,1000
